Log file open, 01/19/23 18:27:20
[2023.01.19-10.27.20:786][  0]LogConfig: Set CVar [[r.DOF.Recombine.EnableBokehSettings:0    ; no bokeh simulation on slight out of focus]]
[2023.01.19-10.27.20:786][  0]LogConfig: Set CVar [[r.DOF.TemporalAAQuality:1                ; more stable temporal accumulation]]
[2023.01.19-10.27.20:786][  0]LogConfig: Set CVar [[r.DOF.Kernel.MaxForegroundRadius:0.025]]
[2023.01.19-10.27.20:786][  0]LogConfig: Set CVar [[r.DOF.Kernel.MaxBackgroundRadius:0.025]]
[2023.01.19-10.27.20:787][  0]LogConfig: Applying CVar settings from Section [TextureQuality@3] File [Scalability]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.Streaming.MipBias:0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.Streaming.AmortizeCPUToGPUCopy:0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.Streaming.MaxNumTexturesToStreamPerFrame:0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.Streaming.Boost:1]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.MaxAnisotropy:8]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.VT.MaxAnisotropy:8]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.Streaming.LimitPoolSizeToVRAM:0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.Streaming.PoolSize:1000]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.Streaming.MaxEffectiveScreenSize:0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Applying CVar settings from Section [EffectsQuality@3] File [Scalability]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.TranslucencyLightingVolumeDim:64]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.RefractionQuality:2]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SSR.Quality:3]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SSR.HalfResSceneColor:0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SceneColorFormat:4]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.DetailMode:2]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.TranslucencyVolumeBlur:1]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.MaterialQualityLevel:1 ; High quality]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SSS.Scale:1]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SSS.SampleSet:2]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SSS.Quality:1]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SSS.HalfRes:0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SSGI.Quality:3]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.EmitterSpawnRateScale:1.0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.ParticleLightQuality:2]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.FastApplyOnOpaque:1 ; Always have FastSkyLUT 1 in this case to avoid wrong sky]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.SampleCountMaxPerSlice:4]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.DepthResolution:16.0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT:1]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMin:4.0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMax:128.0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMin:4.0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMax:128.0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SkyAtmosphere.TransmittanceLUT.UseSmallFormat:0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SkyAtmosphere.TransmittanceLUT.SampleCount:10.0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SkyAtmosphere.MultiScatteringLUT.SampleCount:15.0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.SkyLight.RealTimeReflectionCapture:1]]
[2023.01.19-10.27.20:787][  0]LogConfig: CVar [[fx.Niagara.QualityLevel:3]] deferred - dummy variable created
[2023.01.19-10.27.20:787][  0]LogConfig: Applying CVar settings from Section [FoliageQuality@3] File [Scalability]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[foliage.DensityScale:1.0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[grass.DensityScale:1.0]]
[2023.01.19-10.27.20:787][  0]LogConfig: Applying CVar settings from Section [ShadingQuality@3] File [Scalability]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.HairStrands.SkyLighting.IntegrationType:2]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.HairStrands.SkyAO.SampleCount:4]]
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.HairStrands.Visibility.MSAA.SamplePerPixel:4]]
[2023.01.19-10.27.20:787][  0]LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:0]] deferred - dummy variable created
[2023.01.19-10.27.20:787][  0]LogConfig: Set CVar [[r.AnisotropicMaterials:1]]
[2023.01.19-10.27.20:793][  0]LogD3D12RHI: Aftermath initialized
[2023.01.19-10.27.20:793][  0]LogD3D12RHI: Loading WinPixEventRuntime.dll for PIX profiling (from ../../../Engine/Binaries/ThirdParty/Windows/WinPixEventRuntime/x64).
[2023.01.19-10.27.20:966][  0]LogD3D12RHI: Found D3D12 adapter 0: NVIDIA GeForce RTX 3070 Laptop GPU (Max supported Feature Level 12_2, shader model 6.6)
[2023.01.19-10.27.20:966][  0]LogD3D12RHI: Adapter has 8033MB of dedicated video memory, 0MB of dedicated system memory, and 7887MB of shared system memory, 1 output[s]
[2023.01.19-10.27.21:212][  0]LogD3D12RHI: Found D3D12 adapter 1: AMD Radeon(TM) Graphics (Max supported Feature Level 12_1, shader model 6.6)
[2023.01.19-10.27.21:212][  0]LogD3D12RHI: Adapter has 496MB of dedicated video memory, 0MB of dedicated system memory, and 7887MB of shared system memory, 0 output[s]
[2023.01.19-10.27.21:233][  0]LogD3D12RHI: Found D3D12 adapter 2: Microsoft Basic Render Driver (Max supported Feature Level 12_1, shader model 6.2)
[2023.01.19-10.27.21:233][  0]LogD3D12RHI: Adapter has 0MB of dedicated video memory, 0MB of dedicated system memory, and 7887MB of shared system memory, 0 output[s]
[2023.01.19-10.27.21:233][  0]LogD3D12RHI: Chosen D3D12 Adapter Id = 0
[2023.01.19-10.27.21:233][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.01.19-10.27.21:233][  0]LogHAL: Display: Platform has ~ 16 GB [16540241920 / 17179869184 / 16], which maps to Larger [LargestMinGB=32, LargerMinGB=12, DefaultMinGB=8, SmallerMinGB=6, SmallestMinGB=0)
[2023.01.19-10.27.21:233][  0]LogDeviceProfileManager: Going up to parent DeviceProfile [Windows]
[2023.01.19-10.27.21:233][  0]LogDeviceProfileManager: Going up to parent DeviceProfile []
[2023.01.19-10.27.21:233][  0]LogConfig: Applying CVar settings from Section [Startup] File [../../../Engine/Config/ConsoleVariables.ini]
[2023.01.19-10.27.21:234][  0]LogConfig: Set CVar [[r.DumpShaderDebugInfo:2]]
[2023.01.19-10.27.21:234][  0]LogConfig: Set CVar [[p.chaos.AllowCreatePhysxBodies:1]]
[2023.01.19-10.27.21:234][  0]LogConfig: Set CVar [[fx.SkipVectorVMBackendOptimizations:1]]
[2023.01.19-10.27.21:234][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [Engine]
[2023.01.19-10.27.21:234][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [D:/Download/2023B/demo/ARProject_Demo_UE_5_1/Saved/Config/WindowsEditor/Editor.ini]
[2023.01.19-10.27.21:234][  0]LogInit: Computer: DESKTOP-865PA88
[2023.01.19-10.27.21:234][  0]LogInit: User: 26598
[2023.01.19-10.27.21:234][  0]LogInit: CPU Page size=4096, Cores=8
[2023.01.19-10.27.21:234][  0]LogInit: High frequency timer resolution =10.000000 MHz
[2023.01.19-10.27.21:234][  0]LogMemory: Memory total: Physical=15.4GB (16GB approx)
[2023.01.19-10.27.21:234][  0]LogMemory: Platform Memory Stats for WindowsEditor
[2023.01.19-10.27.21:234][  0]LogMemory: Process Physical Memory: 316.72 MB used, 344.51 MB peak
[2023.01.19-10.27.21:234][  0]LogMemory: Process Virtual Memory: 313.08 MB used, 313.08 MB peak
[2023.01.19-10.27.21:234][  0]LogMemory: Physical Memory: 6320.74 MB used,  9453.26 MB free, 15774.00 MB total
[2023.01.19-10.27.21:234][  0]LogMemory: Virtual Memory: 8279.52 MB used,  8518.48 MB free, 16798.00 MB total
[2023.01.19-10.27.21:234][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2023.01.19-10.27.21:239][  0]LogWindows: WindowsPlatformFeatures enabled
[2023.01.19-10.27.21:248][  0]LogInit: Physics initialised using underlying interface: Chaos
[2023.01.19-10.27.21:250][  0]LogInit: Using OS detected language (zh-CN).
[2023.01.19-10.27.21:250][  0]LogInit: Using OS detected locale (zh-CN).
[2023.01.19-10.27.21:251][  0]LogTextLocalizationManager: No specific localization for 'zh-CN' exists, so 'zh-Hans' will be used for the language.
[2023.01.19-10.27.21:337][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Editor/zh/Editor.locres' could not be opened for reading!
[2023.01.19-10.27.21:337][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/EditorTutorials/zh/EditorTutorials.locres' could not be opened for reading!
[2023.01.19-10.27.21:337][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Keywords/zh/Keywords.locres' could not be opened for reading!
[2023.01.19-10.27.21:337][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Category/zh/Category.locres' could not be opened for reading!
[2023.01.19-10.27.21:337][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/ToolTips/zh/ToolTips.locres' could not be opened for reading!
[2023.01.19-10.27.21:337][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/PropertyNames/zh/PropertyNames.locres' could not be opened for reading!
[2023.01.19-10.27.21:337][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Engine/zh/Engine.locres' could not be opened for reading!
[2023.01.19-10.27.21:337][  0]LogTextLocalizationResource: LocRes '../../../Engine/Plugins/Online/OnlineSubsystem/Content/Localization/OnlineSubsystem/zh/OnlineSubsystem.locres' could not be opened for reading!
[2023.01.19-10.27.21:337][  0]LogTextLocalizationResource: LocRes '../../../Engine/Plugins/Online/OnlineSubsystemUtils/Content/Localization/OnlineSubsystemUtils/zh/OnlineSubsystemUtils.locres' could not be opened for reading!
[2023.01.19-10.27.21:337][  0]LogTextLocalizationResource: LocRes '../../../Engine/Plugins/Online/Android/OnlineSubsystemGooglePlay/Content/Localization/OnlineSubsystemGooglePlay/zh/OnlineSubsystemGooglePlay.locres' could not be opened for reading!
[2023.01.19-10.27.21:337][  0]LogTextLocalizationResource: LocRes '../../../Engine/Plugins/Online/IOS/OnlineSubsystemIOS/Content/Localization/OnlineSubsystemIOS/zh/OnlineSubsystemIOS.locres' could not be opened for reading!
[2023.01.19-10.27.21:379][  0]LogInit: Setting process to per monitor DPI aware
[2023.01.19-10.27.21:386][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2023.01.19-10.27.21:386][  0]LogWindowsTextInputMethodSystem:   - 中文(简体，中国) - 微软拼音 (TSF IME).
[2023.01.19-10.27.21:386][  0]LogWindowsTextInputMethodSystem: Activated input method: 中文(简体，中国) - 微软拼音 (TSF IME).
[2023.01.19-10.27.21:396][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2023.01.19-10.27.21:396][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2023.01.19-10.27.21:476][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM5
[2023.01.19-10.27.21:477][  0]LogWindows: Attached monitors:
[2023.01.19-10.27.21:477][  0]LogWindows:     resolution: 2560x1440, work area: (0, 0) -> (2560, 1368), device: '\\.\DISPLAY1' [PRIMARY]
[2023.01.19-10.27.21:477][  0]LogWindows: Found 1 attached monitors.
[2023.01.19-10.27.21:477][  0]LogWindows: Gathering driver information using Windows Setup API
[2023.01.19-10.27.21:477][  0]LogRHI: RHI Adapter Info:
[2023.01.19-10.27.21:477][  0]LogRHI:             Name: NVIDIA GeForce RTX 3070 Laptop GPU
[2023.01.19-10.27.21:477][  0]LogRHI:   Driver Version: 528.02 (internal:31.0.15.2802, unified:528.02)
[2023.01.19-10.27.21:477][  0]LogRHI:      Driver Date: 12-22-2022
[2023.01.19-10.27.21:477][  0]LogD3D12RHI:     GPU DeviceId: 0x249d (for the marketing name, search the web for "GPU Device Id")
[2023.01.19-10.27.21:477][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.01.19-10.27.21:479][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.01.19-10.27.21:479][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: Bindless resources are supported
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: D3D12 ray tracing tier 1.1 and bindless resources are supported.
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: Mesh shader tier 1.0 is supported
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.01.19-10.27.21:540][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.01.19-10.27.21:581][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.01.19-10.27.21:581][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.01.19-10.27.21:582][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.01.19-10.27.21:600][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.01.19-10.27.21:600][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.01.19-10.27.21:600][  0]LogRHI: Texture pool is 4576 MB (70% of 6538 MB)
[2023.01.19-10.27.21:600][  0]LogD3D12RHI: Async texture creation enabled
[2023.01.19-10.27.21:600][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.01.19-10.27.21:620][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="D:/Download/2023B/demo/ARProject_Demo_UE_5_1/ARProject.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/Download/2023B/demo/ARProject_Demo_UE_5_1/Intermediate/TurnkeyReport_0.log" -log="D:/Download/2023B/demo/ARProject_Demo_UE_5_1/Intermediate/TurnkeyLog_0.log" -project="D:/Download/2023B/demo/ARProject_Demo_UE_5_1/ARProject.uproject"  -platform=all'
[2023.01.19-10.27.21:620][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""D:/Epic/UE51/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="D:/Download/2023B/demo/ARProject_Demo_UE_5_1/ARProject.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/Download/2023B/demo/ARProject_Demo_UE_5_1/Intermediate/TurnkeyReport_0.log" -log="D:/Download/2023B/demo/ARProject_Demo_UE_5_1/Intermediate/TurnkeyLog_0.log" -project="D:/Download/2023B/demo/ARProject_Demo_UE_5_1/ARProject.uproject"  -platform=all" ]
[2023.01.19-10.27.21:647][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.01.19-10.27.21:647][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.01.19-10.27.21:647][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.01.19-10.27.21:647][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.01.19-10.27.21:647][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.01.19-10.27.21:647][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.01.19-10.27.21:647][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.01.19-10.27.21:647][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.01.19-10.27.21:649][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.01.19-10.27.21:649][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.01.19-10.27.21:649][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.01.19-10.27.21:658][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.01.19-10.27.21:658][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.01.19-10.27.21:658][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.01.19-10.27.21:658][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.01.19-10.27.21:658][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.01.19-10.27.21:658][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.01.19-10.27.21:658][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.01.19-10.27.21:658][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.01.19-10.27.21:658][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.01.19-10.27.21:658][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.01.19-10.27.21:678][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.01.19-10.27.21:678][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.01.19-10.27.21:683][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.01.19-10.27.21:683][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.01.19-10.27.21:686][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.01.19-10.27.21:686][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.01.19-10.27.21:686][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.01.19-10.27.21:686][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.01.19-10.27.21:689][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.01.19-10.27.21:689][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.01.19-10.27.21:689][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.01.19-10.27.21:692][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.01.19-10.27.21:692][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.01.19-10.27.21:697][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.01.19-10.27.21:697][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.01.19-10.27.21:698][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.01.19-10.27.21:698][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.01.19-10.27.21:698][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.01.19-10.27.21:698][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.01.19-10.27.21:700][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.01.19-10.27.21:700][  0]LogTargetPlatformManager:   ADPCM
[2023.01.19-10.27.21:700][  0]LogTargetPlatformManager:   PCM
[2023.01.19-10.27.21:702][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.01.19-10.27.21:702][  0]LogTargetPlatformManager:   BINKA
[2023.01.19-10.27.21:706][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.01.19-10.27.21:706][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.01.19-10.27.21:706][  0]LogTargetPlatformManager:   OGG
[2023.01.19-10.27.21:708][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.01.19-10.27.21:708][  0]LogTargetPlatformManager:   OPUS
[2023.01.19-10.27.21:737][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager:   SF_METAL
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.01.19-10.27.21:742][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.01.19-10.27.21:748][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.01.19-10.27.21:748][  0]LogTargetPlatformManager:   VVM_1_0
[2023.01.19-10.27.21:748][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.01.19-10.27.21:748][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.01.19-10.27.21:748][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.01.19-10.27.21:748][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.01.19-10.27.21:748][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.01.19-10.27.21:748][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.01.19-10.27.21:751][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../../../Download/2023B/demo/ARProject_Demo_UE_5_1/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.01.19-10.27.21:751][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.01.19-10.27.21:751][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../../../Download/2023B/demo/ARProject_Demo_UE_5_1/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.01.19-10.27.21:751][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.01.19-10.27.21:770][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.01.19-10.27.21:770][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.01.19-10.27.21:770][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.01.19-10.27.21:774][  0]LogDerivedDataCache: Speed tests for C:/Users/26598/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.00 seconds
[2023.01.19-10.27.21:774][  0]LogDerivedDataCache: Display: Performance to C:/Users/26598/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.02ms. RandomReadSpeed=1934.43MBs, RandomWriteSpeed=248.69MBs. Assigned SpeedClass 'Local'
[2023.01.19-10.27.21:776][  0]LogDerivedDataCache: Using Local data cache path C:/Users/26598/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.01.19-10.27.21:776][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.01.19-10.27.21:776][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.01.19-10.27.21:776][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.01.19-10.27.21:776][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
